id,都道府県コード,名称,読み,検索文字列,住所,緯度,経度,分類1,分類2,分類3
420000010900,42,荒穂神社,あらほじんじや,荒穂神社,佐賀県 三養基郡基山町 大字宮浦2050番地,33.435017,130.507950,施設,埋葬・信仰・宗教施設,神社
420000011000,42,宮浦城跡,みやのうらじようあと,宮浦城跡,佐賀県 三養基郡基山町 大字宮浦,33.439718,130.499683,施設,城・軍事施設,城跡
420000011600,42,伊勢山遺跡,いせやまいせき,伊勢山遺跡,佐賀県 三養基郡基山町 大字小倉,33.421970,130.538801,施設,史跡・文化財・遺跡,遺跡
420000011900,42,久保田遺跡,くぼたいせき,久保田遺跡,佐賀県 三養基郡基山町 大字長野,33.411298,130.528247,施設,史跡・文化財・遺跡,遺跡
420000012000,42,上野古墳,うえんのこふん,上野古墳,佐賀県 三養基郡基山町 大字長野,33.410429,130.535603,施設,古墳・貝塚,古墳
420000012900,42,船隈城跡,ふなくまじようあと,船隈城跡,佐賀県 三養基郡みやき町 大字簑原,33.371321,130.443993,施設,城・軍事施設,城跡
420000013200,42,姫方遺跡,ひめかたいせき,姫方遺跡,佐賀県 三養基郡みやき町 大字簑原,33.351282,130.445965,施設,史跡・文化財・遺跡,遺跡
420000013600,42,綾部八幡神社,あやべはちまんじんじや,綾部八幡神社,佐賀県 三養基郡みやき町 大字原古賀2331番地,33.360210,130.439041,施設,埋葬・信仰・宗教施設,神社
420000013700,42,綾部城跡,あやべじようあと,綾部城跡,佐賀県 三養基郡みやき町 大字原古賀,33.361147,130.440127,施設,城・軍事施設,城跡
420000013900,42,ドンドン落遺跡,どんどんおちいせき,ドンドン落遺跡,佐賀県 三養基郡みやき町 大字原古賀,33.346363,130.440441,施設,史跡・文化財・遺跡,遺跡
420000014100,42,町南遺跡,ちようなんいせき,町南遺跡,佐賀県 三養基郡みやき町 大字原古賀,33.342287,130.438740,施設,史跡・文化財・遺跡,遺跡
420000014600,42,千栗八幡宮,ちりくはちまんぐう,千栗八幡宮,佐賀県 三養基郡みやき町 大字白壁2403番地,33.332253,130.478699,施設,埋葬・信仰・宗教施設,神社
420000014700,42,妙覚院,みようかくいん,妙覚院,佐賀県 三養基郡みやき町 大字白壁2411番地,33.332474,130.476913,施設,埋葬・信仰・宗教施設,寺院
420000014900,42,千栗城跡,ちりくじようあと,千栗城跡,佐賀県 三養基郡みやき町 大字白壁,33.329156,130.474462,施設,城・軍事施設,城跡
420000015600,42,北尾遺跡,きたおいせき,北尾遺跡,佐賀県 三養基郡みやき町 大字白壁,33.329138,130.474462,施設,史跡・文化財・遺跡,遺跡
420000015900,42,豆津番所跡,まめづばんしよあと,豆津番所跡,佐賀県 三養基郡みやき町 大字江口,33.316302,130.485422,施設,史跡・文化財・遺跡,史跡・文化財
420000016100,42,中野城跡,なかのじようあと,中野城跡,佐賀県 三養基郡みやき町 大字江口,33.308414,130.457597,施設,城・軍事施設,城跡
420000016300,42,善法寺,ぜんぽうじ,善法寺,佐賀県 三養基郡みやき町 大字江口1352番地,33.309505,130.458740,施設,埋葬・信仰・宗教施設,寺院
420000016600,42,大塚古墳,おおつかこふん,大塚古墳,佐賀県 三養基郡みやき町 大字東尾,33.332298,130.455546,施設,古墳・貝塚,古墳
420000016800,42,西尾城跡,にしおじようあと,西尾城跡,佐賀県 三養基郡みやき町 大字東尾,33.326648,130.452362,施設,城・軍事施設,城跡
420000017100,42,中津隈城跡,なかつくまじようあと,中津隈城跡,佐賀県 三養基郡みやき町 大字中津隈,33.325630,130.438611,施設,城・軍事施設,城跡
420000017300,42,物部神社,もののべじんじや,物部神社,佐賀県 三養基郡みやき町 大字中津隈2725番地,33.327255,130.446304,施設,埋葬・信仰・宗教施設,神社
420000017400,42,板部城跡,いたべじようあと,板部城跡,佐賀県 三養基郡みやき町 大字中津隈,33.327371,130.445286,施設,城・軍事施設,城跡
420000017700,42,鎮西城跡,ちんぜいじようあと,鎮西城跡,佐賀県 三養基郡上峰町 大字堤,33.362514,130.418521,施設,城・軍事施設,城跡
420000017900,42,切通遺跡,きりどおしいせき,切通遺跡,佐賀県 三養基郡上峰町 大字堤,33.362514,130.418521,施設,史跡・文化財・遺跡,遺跡
420000018000,42,堤土塁跡,つつみどるいあと,堤土塁跡,佐賀県 三養基郡上峰町 大字堤,33.347370,130.423506,施設,史跡・文化財・遺跡,史跡・文化財
420000018400,42,目達原古墳群,めたばるこふんぐん,目達原古墳群,佐賀県 三養基郡上峰町 大字坊所,33.331017,130.418784,施設,古墳・貝塚,古墳
420000018500,42,都紀女加王墓,つきめかおうはか,都紀女加王墓,佐賀県 三養基郡上峰町 大字坊所,33.330635,130.418952,施設,埋葬・信仰・宗教施設,墓所
420000018800,42,塔塚廃寺跡,とうのつかはいじあと,塔塚廃寺跡,佐賀県 三養基郡上峰町 大字前牟田,33.304131,130.414699,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000019500,42,老松神社,おいまつじんじや,老松神社,佐賀県 三養基郡基山町 大字小倉1309番地,33.433823,130.520798,施設,埋葬・信仰・宗教施設,神社
420000020600,42,本分貝塚,ほんぶんかいづか,本分貝塚,佐賀県 三養基郡みやき町 大字西島,33.297308,130.437711,施設,古墳・貝塚,貝塚
420000020700,42,西島八幡神社,にしじまはちまんじんじや,西島八幡神社,佐賀県 三養基郡みやき町 大字西島,33.297308,130.437711,施設,埋葬・信仰・宗教施設,神社
420000020800,42,光浄寺,こうじようじ,光浄寺,佐賀県 三養基郡みやき町 大字西島2153番地,33.296604,130.439972,施設,埋葬・信仰・宗教施設,寺院
420000020900,42,西島城跡,にしじまじようあと,西島城跡,佐賀県 三養基郡みやき町 大字西島,33.297308,130.437711,施設,城・軍事施設,城跡
420000021100,42,葛城神社,かつらぎじんじや,葛城神社,佐賀県 三養基郡みやき町 大字天建寺1170番地,33.295452,130.447128,施設,埋葬・信仰・宗教施設,神社
420000021200,42,天建寺,てんけんじ,天建寺,佐賀県 三養基郡みやき町 大字天建寺1897番地,33.287365,130.450623,施設,埋葬・信仰・宗教施設,寺院
420000021400,42,矢俣八幡宮,やまたはちまんぐう,矢俣八幡宮,佐賀県 三養基郡みやき町 大字天建寺,33.295538,130.447680,施設,埋葬・信仰・宗教施設,神社
420000021900,42,市武代官所跡,いちたけだいかんしよあと,市武代官所跡,佐賀県 三養基郡みやき町 大字市武,33.296733,130.431063,施設,史跡・文化財・遺跡,史跡・文化財
420000024100,42,田代代官所跡,たじろだいかんしよあと,田代代官所跡,佐賀県 鳥栖市 田代上町,33.389696,130.521359,施設,史跡・文化財・遺跡,史跡・文化財
420000024300,42,西清寺,さいせいじ,西清寺,佐賀県 鳥栖市 田代上町242番地,33.389576,130.523163,施設,埋葬・信仰・宗教施設,寺院
420000024500,42,東明館跡,とうめいかんあと,東明館跡,佐賀県 鳥栖市 田代大官町,33.389629,130.518437,施設,史跡・文化財・遺跡,建築物・住宅
420000024700,42,八坂神社,やさかじんじや,八坂神社,佐賀県 鳥栖市 田代新町130番地,33.390697,130.523865,施設,埋葬・信仰・宗教施設,神社
420000025100,42,八坂神社,やさかじんじや,八坂神社,佐賀県 鳥栖市 田代新町130番地,33.390697,130.523865,施設,埋葬・信仰・宗教施設,神社
420000025300,42,田代天満宮東方遺跡,たしろてんまんぐうとうほういせき,田代天満宮東方遺跡,佐賀県 鳥栖市 田代本町,33.392176,130.517555,施設,史跡・文化財・遺跡,遺跡
420000025400,42,田代太田古墳,たしろおおたこふん,田代太田古墳,佐賀県 鳥栖市 田代本町,33.394953,130.515389,施設,古墳・貝塚,古墳
420000025500,42,岡寺古墳,おかでらこふん,岡寺古墳,佐賀県 鳥栖市 田代本町,33.393656,130.521616,施設,古墳・貝塚,古墳
420000025600,42,安生寺,あんしようじ,安生寺,佐賀県 鳥栖市 田代本町1358番地,33.394970,130.516281,施設,埋葬・信仰・宗教施設,寺院
420000025700,42,剣塚,つるぎづか,剣塚古墳,佐賀県 鳥栖市 田代本町,33.399204,130.524013,施設,古墳・貝塚,古墳
420000025900,42,本川原遺跡,ほんごうらいせき,本川原遺跡,佐賀県 鳥栖市 永吉町,33.400381,130.534332,施設,史跡・文化財・遺跡,遺跡
420000026000,42,永世神社,ながよじんじや,永世神社,佐賀県 鳥栖市 永吉町479番地,33.400784,130.532883,施設,埋葬・信仰・宗教施設,神社
420000026200,42,柚比遺跡群,ゆびいせきぐん,柚比遺跡群,佐賀県 鳥栖市 弥生が丘八丁目,33.403309,130.513085,施設,史跡・文化財・遺跡,遺跡
420000026300,42,柚比本村遺跡,ゆびほんむらいせき,柚比本村遺跡,佐賀県 鳥栖市 弥生が丘六丁目,33.402748,130.514323,施設,史跡・文化財・遺跡,遺跡
420000026600,42,東十郎古墳群,ひがしじゆうろうこふんぐん,東十郎古墳群,佐賀県 鳥栖市 河内町,33.412305,130.477091,施設,古墳・貝塚,古墳
420000026700,42,大山祇神社,おおやまづみじんじや,大山祇神社,佐賀県 鳥栖市 河内町2180番地,33.418697,130.477905,施設,埋葬・信仰・宗教施設,神社
420000027000,42,庚申堂塚,こうしんどうづか,庚申堂塚,佐賀県 鳥栖市 神辺町,33.396108,130.513175,施設,古墳・貝塚,古墳
420000027100,42,徳昌寺,とくしようじ,徳昌寺,佐賀県 鳥栖市 神辺町790番地1,33.397427,130.502136,施設,埋葬・信仰・宗教施設,寺院
420000027600,42,姫古曾神社,ひめこそじんじや,姫古曾神社,佐賀県 鳥栖市 姫方町189番地,33.386253,130.533417,施設,埋葬・信仰・宗教施設,神社
420000028600,42,老松神社,おいまつじんじや,老松神社,佐賀県 三養基郡基山町 大字小倉1309番地,33.433823,130.520798,施設,埋葬・信仰・宗教施設,神社
420000029500,42,妙善寺,みようぜんじ,妙善寺,佐賀県 鳥栖市 元町1073番地,33.368328,130.512222,施設,埋葬・信仰・宗教施設,寺院
420000030200,42,四阿屋神社,あずまやじんじや,四阿屋神社,佐賀県 鳥栖市 牛原町1385番地,33.392174,130.479126,施設,埋葬・信仰・宗教施設,神社
420000030300,42,勝尾城跡,かつのおじようあと,勝尾城跡,佐賀県 鳥栖市 河内町貝方,33.402026,130.465079,施設,城・軍事施設,城跡
420000030900,42,養父八幡神社,やぶはちまんじんじや,養父八幡神社,佐賀県 鳥栖市 養父町459番地,33.382332,130.496552,施設,埋葬・信仰・宗教施設,神社
420000031300,42,西法寺,さいほうじ,西法寺,佐賀県 鳥栖市 蔵上町441番地,33.376820,130.494522,施設,埋葬・信仰・宗教施設,寺院
420000031400,42,筑紫御坊跡,ちくしごぼうあと,筑紫御坊跡,佐賀県 鳥栖市 蔵上町,33.368128,130.495542,施設,史跡・文化財・遺跡,史跡・文化財
420000031700,42,日子神社,ひこじんじや,日子神社,佐賀県 鳥栖市 轟木町1478番地,33.369540,130.507419,施設,埋葬・信仰・宗教施設,神社
420000031800,42,妙覚寺,みようかくじ,妙覚寺,佐賀県 鳥栖市 轟木町1327番地,33.366821,130.509186,施設,埋葬・信仰・宗教施設,寺院
420000032200,42,山浦古墳群,やまうらこふんぐん,山浦古墳群,佐賀県 鳥栖市 山浦町,33.377488,130.485350,施設,古墳・貝塚,古墳
420000032300,42,葛籠城跡,つづらじようあと,葛籠城跡,佐賀県 鳥栖市 山浦町,33.389109,130.478336,施設,城・軍事施設,城跡
420000033500,42,村田八幡宮,むらたはちまんぐう,村田八幡宮,佐賀県 鳥栖市 村田町,33.356524,130.483881,施設,埋葬・信仰・宗教施設,神社
420000033800,42,本行遺跡,ほんぎよういせき,本行遺跡,佐賀県 鳥栖市 江島町,33.347972,130.479636,施設,史跡・文化財・遺跡,遺跡
420000034100,42,水天社,すいてんしや,水天社,佐賀県 鳥栖市 下野町2848番地,33.335299,130.499994,施設,埋葬・信仰・宗教施設,神社
420000036100,42,三瀬城跡,みつせじようあと,三瀬城跡,佐賀県 佐賀市 三瀬村三瀬,33.461298,130.284949,施設,城・軍事施設,城跡
420000036300,42,金山城跡,かなやまじようあと,金山城跡,佐賀県 佐賀市 三瀬村三瀬字山中,33.451674,130.284537,施設,城・軍事施設,城跡
420000038500,42,背振神社,せふりじんじや,背振神社,佐賀県 神埼市 脊振町服巻,33.415950,130.359892,施設,埋葬・信仰・宗教施設,神社
420000039000,42,二塚山遺跡,ふたつかやまいせき,二塚山遺跡,佐賀県 小城市 三日月町織島,33.307837,130.227124,施設,史跡・文化財・遺跡,遺跡
420000039200,42,横田遺跡,よこたいせき,横田遺跡,佐賀県 神埼郡吉野ヶ里町 大曲,33.342345,130.407054,施設,史跡・文化財・遺跡,遺跡
420000039300,42,籾神社,もみじんじや,籾神社,佐賀県 神埼郡吉野ヶ里町 大曲1465番地,33.337917,130.396393,施設,埋葬・信仰・宗教施設,神社
420000039500,42,辛上廃寺跡,からかみはいじあと,辛上廃寺跡,佐賀県 神埼郡吉野ヶ里町 大曲,33.342345,130.407054,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000039600,42,長者原城跡,ちようじやばるじようあと,長者原城跡,佐賀県 神埼郡吉野ヶ里町 大曲,33.342377,130.406258,施設,城・軍事施設,城跡
420000040100,42,三津永田遺跡,みつながたいせき,三津永田遺跡,佐賀県 神埼郡吉野ヶ里町 三津,33.363727,130.385390,施設,史跡・文化財・遺跡,遺跡
420000040600,42,修学院,しゆうがくいん,修学院,佐賀県 神埼郡吉野ヶ里町 松隈1400番地,33.376671,130.400970,施設,埋葬・信仰・宗教施設,寺院
420000041300,42,金乗院,こんじよういん,金乗院,佐賀県 神埼郡吉野ヶ里町 吉田2635番地,33.340538,130.414047,施設,埋葬・信仰・宗教施設,寺院
420000041500,42,吉野ヶ里遺跡,よしのがりいせき,吉野ヶ里遺跡,佐賀県 神埼郡吉野ヶ里町 田手,33.323937,130.388760,施設,史跡・文化財・遺跡,遺跡
420000041700,42,東妙寺,とうみようじ,東妙寺,佐賀県 神埼郡吉野ヶ里町 田手1728番地,33.321060,130.389023,施設,埋葬・信仰・宗教施設,寺院
420000041800,42,田手畷古戦場,たでのうてこせんじよう,田手畷古戦場,佐賀県 神埼郡吉野ヶ里町 田手,33.311418,130.393037,施設,史跡・文化財・遺跡,戦場跡
420000043100,42,櫛田宮,くしだぐう,櫛田宮,佐賀県 神埼市 神埼町神埼419番地1,33.310146,130.372650,施設,埋葬・信仰・宗教施設,神社
420000043200,42,金剛院跡,こんごういんあと,金剛院跡,佐賀県 神埼市 神埼町神埼,33.310714,130.373066,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000043500,42,荒堅目貝塚,あらかためかいづか,荒堅目貝塚,佐賀県 神埼市 神埼町本堀,33.296886,130.380881,施設,古墳・貝塚,貝塚
420000043700,42,蔵戸城跡,くらどじようあと,蔵戸城跡,佐賀県 神埼市 神埼町本堀,33.286746,130.390023,施設,城・軍事施設,城跡
420000044600,42,姉川城跡,あねがわじようあと,姉川城跡,佐賀県 神埼市 神埼町姉川,33.293636,130.349056,施設,城・軍事施設,城跡
420000045800,42,丸山前方後円墳,まるやまぜんぽうこうえんふん,岩田丸山古墳,佐賀県 神埼市 神埼町神埼３８６１,33.325699,130.345691,施設,古墳・貝塚,古墳
420000046000,42,祇園原古戦場,ぎおんばるこせんじよう,祇園原古戦場,佐賀県 神埼市 神埼町尾崎,33.320019,130.346171,施設,史跡・文化財・遺跡,戦場跡
420000046300,42,仁比山神社,にいやまじんじや,仁比山神社,佐賀県 佐賀市 呉服元町7番26号,33.254539,130.304703,施設,埋葬・信仰・宗教施設,神社
420000046400,42,仁比山護国寺跡,にいやまごこくじあと,仁比山護国寺跡,佐賀県 神埼市 神埼町神埼,33.310714,130.373066,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000046500,42,伊東玄朴旧家,いとうげんぼくきゆうか,伊東玄朴旧家,佐賀県 神埼市 神埼町的,33.358308,130.364841,施設,史跡・文化財・遺跡,建築物・住宅
420000046700,42,仁比山城跡,にいやまじようあと,仁比山城跡,佐賀県 神埼市 神埼町神埼,33.310714,130.373066,施設,城・軍事施設,城跡
420000047300,42,天神尾古墳群,てんじんおこふんぐん,天神尾古墳群,佐賀県 神埼市 神埼町神埼,33.310714,130.373066,施設,古墳・貝塚,古墳
420000047400,42,二子遺跡,ふたごいせき,二子遺跡,佐賀県 神埼郡吉野ヶ里町 田手,33.323937,130.388760,施設,史跡・文化財・遺跡,遺跡
420000047500,42,勢福寺城跡,せいふくじじようあと,勢福寺城跡,佐賀県 神埼市 神埼町神埼,33.310714,130.373066,施設,城・軍事施設,城跡
420000047600,42,少弐冬尚墓所,しようにふゆひさぼしよ,少弐冬尚墓所,佐賀県 神埼市 神埼町神埼,33.310714,130.373066,施設,埋葬・信仰・宗教施設,墓所
420000047800,42,安国寺,あんこくじ,安国寺,佐賀県 神埼市 神埼町城原3856番地,33.347458,130.349518,施設,埋葬・信仰・宗教施設,寺院
420000047900,42,白角折神社,おしどりじんじや,白角折神社,佐賀県 神埼市 神埼町城原,33.348789,130.365037,施設,埋葬・信仰・宗教施設,神社
420000048100,42,伊勢塚,いせづか,伊勢塚古墳,佐賀県 神埼市 神埼町志波屋四本松,33.346619,130.381099,施設,古墳・貝塚,古墳
420000048700,42,若宮神社,わかみやじんじや,若宮神社,佐賀県 神埼市 神埼町本堀429番地,33.288082,130.388977,施設,埋葬・信仰・宗教施設,神社
420000049400,42,直鳥城跡,なおとりじようあと,直鳥城跡,佐賀県 神埼市 千代田町直鳥,33.272410,130.370227,施設,城・軍事施設,城跡
420000049800,42,詫田西分貝塚,たくたにしぶんかいづか,詫田西分貝塚,佐賀県 唐津市 千代田町,33.450008,129.974497,施設,古墳・貝塚,貝塚
420000050300,42,高志神社,たかじじんじや,高志神社,佐賀県 神埼市 千代田町下板1229番地,33.282700,130.386841,施設,埋葬・信仰・宗教施設,神社
420000050400,42,高志神社貝塚,たかじじんじやかいづか,高志神社貝塚,佐賀県 唐津市 千代田町,33.450008,129.974497,施設,古墳・貝塚,貝塚
420000051300,42,崎村城跡,さきむらじようあと,崎村城跡,佐賀県 神埼市千代田町 渡瀬,33.263485,130.396079,施設,城・軍事施設,城跡
420000051600,42,冠者神社,かんじやじんじや,冠者神社,佐賀県 神埼市 千代田町崎村123番地,33.260094,130.386597,施設,埋葬・信仰・宗教施設,神社
420000053100,42,河上神社,かわかみじんじや,河上神社,佐賀県 鹿島市 飯田大字丙562番地,33.326058,130.268424,施設,埋葬・信仰・宗教施設,神社
420000053200,42,実相院,じつそういん,実相院,佐賀県 佐賀市 大和町大字川上947番地,33.327408,130.267075,施設,埋葬・信仰・宗教施設,寺院
420000053500,42,高城寺,こうじようじ,高城寺,佐賀県 佐賀市 大和町大字久池井3625番地,33.327019,130.277512,施設,埋葬・信仰・宗教施設,寺院
420000053700,42,玉林寺,ぎよくりんじ,玉林寺,佐賀県 佐賀市 大和町大字久池井3257番地,33.323044,130.273682,施設,埋葬・信仰・宗教施設,寺院
420000054200,42,国分寺跡,こくぶんじあと,国分寺跡,佐賀県 佐賀市 大和町大字尼寺,33.309207,130.281814,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000054400,42,印鑰神社,いんにやくじんじや,印鑰神社,佐賀県 佐賀市 大和町大字尼寺3081番地,33.300152,130.278122,施設,埋葬・信仰・宗教施設,神社
420000054500,42,築山古墳,つきやまこふん,築山古墳,佐賀県 佐賀市 大和町大字尼寺,33.309207,130.281814,施設,古墳・貝塚,古墳
420000054600,42,南小路支石墓,みなみしようじしせきぼ,南小路支石墓,佐賀県 佐賀市 大和町大字尼寺,33.309207,130.281814,施設,埋葬・信仰・宗教施設,墓所
420000055400,42,大願寺廃寺跡,だいがんじはいじあと,大願寺廃寺跡,佐賀県 佐賀市 大和町大字川上,33.314916,130.251666,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000055500,42,健福寺,けんぷくじ,健福寺,佐賀県 佐賀市 大和町大字川上3881番地,33.318913,130.249161,施設,埋葬・信仰・宗教施設,寺院
420000056000,42,万寿寺,まんじゆじ,万寿寺,佐賀県 佐賀市 大和町大字川上1109番地,33.327179,130.256226,施設,埋葬・信仰・宗教施設,寺院
420000056500,42,船塚,ふなづか,船塚,佐賀県 佐賀市 大和町大字久留間,33.293694,130.240579,施設,古墳・貝塚,古墳
420000057000,42,通天寺,つうてんじ,通天寺,佐賀県 佐賀市 大和町大字松瀬2152番地,33.366848,130.259933,施設,埋葬・信仰・宗教施設,寺院
420000057100,42,華蔵庵跡,けぞうあんあと,華蔵庵跡,佐賀県 佐賀市 大和町大字松瀬,33.383297,130.262899,施設,史跡・文化財・遺跡,建築物・住宅
420000057400,42,石田一鼎閑居跡,いしだいつていかんきよあと,石田一鼎閑居跡,佐賀県 佐賀市 大和町大字梅野,33.351113,130.273116,施設,埋葬・信仰・宗教施設,墓所
420000058500,42,宗源院,そうげんいん,宗源院,佐賀県 佐賀市 大和町大字東山田3200番地190,33.311317,130.268143,施設,埋葬・信仰・宗教施設,寺院
420000060100,42,諏訪神社,すわじんじや,諏訪神社,佐賀県 佐賀市 富士町大字市川1505番地,33.354668,130.165939,施設,埋葬・信仰・宗教施設,神社
420000061600,42,大堂神社,おおどうじんじや,大堂神社,佐賀県 佐賀市 諸富町大字大堂695番地,33.236481,130.365646,施設,埋葬・信仰・宗教施設,神社
420000063300,42,正定寺,しようじようじ,正定寺,佐賀県 佐賀市 川副町大字南里1302番地1,33.226189,130.315414,施設,埋葬・信仰・宗教施設,寺院
420000064500,42,志賀神社,しがじんじや,志賀神社,佐賀県 佐賀市 川副町大字早津江津400番地,33.207645,130.337311,施設,埋葬・信仰・宗教施設,神社
420000068600,42,佐賀城跡,さがじようあと,佐賀城跡,佐賀県 佐賀市 城内二丁目,33.245342,130.302581,施設,城・軍事施設,城跡
420000068900,42,松原神社,まつばらじんじや,松原神社,佐賀県 佐賀市 松原二丁目10番21号,33.252224,130.304016,施設,埋葬・信仰・宗教施設,神社
420000069000,42,佐嘉神社,さがじんじや,佐嘉神社,佐賀県 佐賀市 松原二丁目10番43号,33.251144,130.302719,施設,埋葬・信仰・宗教施設,神社
420000069100,42,弘道館跡,こうどうかんあと,弘道館跡,佐賀県 佐賀市 松原二丁目,33.251483,130.301207,施設,史跡・文化財・遺跡,建築物・住宅
420000069400,42,竜造寺八幡宮,りゆうぞうじはちまんぐう,竜造寺八幡宮,佐賀県 佐賀市 白山一丁目3番2号,33.254906,130.298660,施設,埋葬・信仰・宗教施設,神社
420000069700,42,大隈重信旧宅,おおくましげのぶきゆうたく,大隈重信旧宅,佐賀県 佐賀市 水ヶ江二丁目,33.248125,130.308453,施設,史跡・文化財・遺跡,建築物・住宅
420000070400,42,宗竜寺,そうりゆうじ,宗竜寺,佐賀県 佐賀市 水ヶ江一丁目1番13号,33.250793,130.304047,施設,埋葬・信仰・宗教施設,寺院
420000070700,42,水ヶ江城跡,みずがえじようあと,水ヶ江城跡,佐賀県 佐賀市 中の館町,33.242631,130.305219,施設,城・軍事施設,城跡
420000070800,42,慶雲院,けいうんいん,慶雲院,佐賀県 佐賀市 水ヶ江五丁目1番23号,33.242847,130.306824,施設,埋葬・信仰・宗教施設,寺院
420000070900,42,乾亨院,けんこういん,乾亨院,佐賀県 佐賀市 中の館町7番11号,33.242737,130.305634,施設,埋葬・信仰・宗教施設,寺院
420000071000,42,光円寺,こうえんじ,光円寺,佐賀県 佐賀市 中の館町6番12号,33.241867,130.304886,施設,埋葬・信仰・宗教施設,寺院
420000071100,42,円蔵院,えんぞういん,円蔵院,佐賀県 佐賀市 中の館町3番12号,33.242023,130.303497,施設,埋葬・信仰・宗教施設,寺院
420000071300,42,鬼丸聖堂跡,おにまるせいどうあと,鬼丸聖堂跡,佐賀県 佐賀市 鬼丸町,33.241384,130.296737,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000071400,42,宝琳院,ほうりんいん,宝琳院,佐賀県 佐賀市 鬼丸町12番30号,33.241108,130.297623,施設,埋葬・信仰・宗教施設,寺院
420000071700,42,竜泰寺,りゆうたいじ,竜泰寺,佐賀県 佐賀市 赤松町2番4号,33.246208,130.294647,施設,埋葬・信仰・宗教施設,寺院
420000071900,42,与賀神社,よかじんじや,与賀神社,佐賀県 佐賀市 与賀町2番50号,33.248917,130.294327,施設,埋葬・信仰・宗教施設,神社
420000072100,42,泰長院,たいちよういん,泰長院,佐賀県 佐賀市 与賀町59番地,33.247249,130.290653,施設,埋葬・信仰・宗教施設,寺院
420000072300,42,妙安寺,みようあんじ,妙安寺,佐賀県 佐賀市 川原町1番9号,33.250114,130.293045,施設,埋葬・信仰・宗教施設,寺院
420000072700,42,本行寺,ほんぎようじ,本行寺,佐賀県 佐賀市 西田代一丁目4番6号,33.249344,130.287735,施設,埋葬・信仰・宗教施設,寺院
420000073200,42,牛島天満宮,うしじまてんまんぐう,牛島天満宮,佐賀県 佐賀市 東佐賀町,33.256630,130.310911,施設,埋葬・信仰・宗教施設,神社
420000073400,42,南蛮寺跡,なんばんでらあと,南蛮寺跡,佐賀県 佐賀市 柳町,33.254011,130.307746,施設,埋葬・信仰・宗教施設,寺跡・廃寺
420000073900,42,願正寺,がんしようじ,願正寺,佐賀県 佐賀市 呉服元町6番5号,33.254925,130.304214,施設,埋葬・信仰・宗教施設,寺院
420000074400,42,高寺,たかでら,高寺,佐賀県 佐賀市 白山一丁目1番10号,33.254929,130.299179,施設,埋葬・信仰・宗教施設,寺院
420000075800,42,伊勢神社,いせじんじや,伊勢神社,佐賀県 佐賀市 伊勢町9番8号,33.252380,130.290131,施設,埋葬・信仰・宗教施設,神社
420000075900,42,大覚寺,だいがくじ,大覚寺,佐賀県 佐賀市 伊勢町14番5号,33.252655,130.291351,施設,埋葬・信仰・宗教施設,寺院
420000076200,42,純粋社塾跡,じゆんすいしやじゆくあと,純粋社塾跡,佐賀県 佐賀市 伊勢町,33.252596,130.289077,施設,史跡・文化財・遺跡,史跡・文化財
420000076600,42,北面天満宮,ほくめんてんまんぐう,北面天満宮,佐賀県 佐賀市 鍋島町大字蛎久,33.289371,130.275772,施設,埋葬・信仰・宗教施設,神社
420000076800,42,天祐寺,てんゆうじ,天祐寺,佐賀県 佐賀市 多布施三丁目13番15号,33.252499,130.284286,施設,埋葬・信仰・宗教施設,寺院
420000077000,42,肥前忠吉屋敷跡,ひぜんただよしやしきあと,肥前忠吉屋敷跡,佐賀県 佐賀市 長瀬町,33.250032,130.282055,施設,史跡・文化財・遺跡,屋敷跡
420000077100,42,鋳物師谷口家跡,いものしたにぐちけあと,鋳物師谷口家跡,佐賀県 佐賀市 長瀬町,33.250032,130.282055,施設,史跡・文化財・遺跡,史跡・文化財
420000077200,42,築地反射炉跡,ついちはんしやろあと,築地反射炉跡,佐賀県 佐賀市 長瀬町,33.251317,130.283827,施設,史跡・文化財・遺跡,史跡・文化財
420000077300,42,多布施反射炉跡,たふせはんしやろあと,多布施反射炉跡,佐賀県 佐賀市 伊勢町,33.254059,130.291010,施設,史跡・文化財・遺跡,史跡・文化財
420000078600,42,福満寺,ふくまんじ,福満寺,佐賀県 佐賀市 北川副町大字江上345番地,33.242905,130.325928,施設,埋葬・信仰・宗教施設,寺院
420000078900,42,岩松軒,がんしようけん,岩松軒,佐賀県 佐賀市 木原一丁目12番,33.243504,130.319000,施設,埋葬・信仰・宗教施設,寺院
420000079500,42,蓮池城跡,はすのいけじようあと,蓮池城跡,佐賀県 佐賀市 蓮池町大字蓮池,33.243671,130.358693,施設,城・軍事施設,城跡
420000079700,42,成章館跡,せいしようかんあと,成章館跡,佐賀県 佐賀市 蓮池町大字蓮池,33.247106,130.356066,施設,史跡・文化財・遺跡,建築物・住宅
420000080600,42,蒲田江城跡,かまたえじようあと,蒲田江城跡,佐賀県 佐賀市 蓮池町大字小松,33.247833,130.366267,施設,城・軍事施設,城跡
