id,都道府県コード,名称,読み,検索文字列,住所,緯度,経度,分類1,分類2,分類3
130000402100,13,谷保天満宮,やほてんまんぐう,谷保天満宮,東京都 国立市 谷保大字5208番地,35.680137,139.443684,施設,埋葬・信仰・宗教施設,神社
130000402200,13,南養寺遺跡,なんようじいせき,南養寺遺跡,東京都 国立市 谷保,35.680671,139.432350,施設,埋葬・信仰・宗教施設,寺跡・廃寺
130000402300,13,仮屋上遺跡,かりやうえいせき,仮屋上遺跡,東京都 国立市 谷保,35.681758,139.444344,施設,史跡・文化財・遺跡,遺跡
130000402500,13,下谷保古墳群,しもやぼこふんぐん,下谷保古墳群,東京都 国立市 谷保,35.679749,139.448931,施設,古墳・貝塚,古墳
130000403400,13,武蔵国分寺跡,むさしこくぶんじあと,武蔵国分寺跡,東京都 国分寺市 西元町二丁目,35.692432,139.471814,施設,埋葬・信仰・宗教施設,寺跡・廃寺
130000404100,13,国分寺,こくぶんじ,国分寺,東京都 国分寺市 本多一丁目13番7号,35.703896,139.484619,施設,埋葬・信仰・宗教施設,寺院
130000404200,13,多喜窪遺跡,たきくぼいせき,多喜窪遺跡,東京都 国分寺市 西元町二丁目,35.692843,139.468847,施設,史跡・文化財・遺跡,遺跡
130000404300,13,花沢東遺跡,はなざわひがしいせき,花沢東遺跡,東京都 国分寺市 南町二丁目,35.697772,139.484901,施設,史跡・文化財・遺跡,遺跡
130000404400,13,殿ヶ谷戸遺跡,とのがやといせき,殿ヶ谷戸遺跡,東京都 国分寺市 南町二丁目,35.698559,139.482014,施設,史跡・文化財・遺跡,遺跡
130000404600,13,恋ヶ窪遺跡,こいがくぼいせき,恋ヶ窪遺跡,東京都 国分寺市 東恋ケ窪一丁目,35.704251,139.470352,施設,史跡・文化財・遺跡,遺跡
130000404700,13,熊ノ郷遺跡,くまのごういせき,熊ノ郷遺跡,東京都 国分寺市 西恋ケ窪四丁目,35.705795,139.467101,施設,史跡・文化財・遺跡,遺跡
130000406300,13,貫井南遺跡,ぬくいみなみいせき,貫井南遺跡,東京都 小金井市 貫井南町一丁目,35.693049,139.494708,施設,史跡・文化財・遺跡,遺跡
130000406700,13,平代坂遺跡,へいだいざかいせき,平代坂遺跡,東京都 小金井市 前原町三丁目,35.698726,139.501376,施設,史跡・文化財・遺跡,遺跡
130000406900,13,野川中洲北遺跡,のがわなかすきたいせき,野川中洲北遺跡,東京都 小金井市 中町一丁目,35.694209,139.514637,施設,史跡・文化財・遺跡,遺跡
130000408600,13,武蔵国府関連遺跡,むさしこくふかんれんいせき,武蔵国府関連遺跡,東京都 府中市 宮町二丁目,35.669006,139.479880,施設,史跡・文化財・遺跡,遺跡
130000409000,13,天神町遺跡,てんじんちよういせき,天神町遺跡,東京都 府中市 幸町三丁目,35.683628,139.482834,施設,史跡・文化財・遺跡,遺跡
130000409200,13,高安寺,こうあんじ,高安寺,東京都 府中市 片町二丁目4番地,35.669476,139.473419,施設,埋葬・信仰・宗教施設,寺院
130000409500,13,大国魂神社,おおくにたまじんじや,大国魂神社,東京都 府中市 宮町三丁目1番,35.669147,139.479401,施設,埋葬・信仰・宗教施設,神社
130000409800,13,小野神社,おのじんじや,小野神社,東京都 町田市 小野路町885番地,35.599361,139.436127,施設,埋葬・信仰・宗教施設,神社
130000409900,13,高倉古墳群,たかくらこふんぐん,高倉古墳群,東京都 府中市 分梅町一丁目,35.667496,139.465943,施設,古墳・貝塚,古墳
130000410000,13,武蔵台遺跡,むさしだいいせき,武蔵台遺跡,東京都 府中市 武蔵台二丁目,35.691057,139.462751,施設,史跡・文化財・遺跡,遺跡
130000410400,13,清水が丘遺跡,しみずがおかいせき,清水が丘遺跡,東京都 府中市 清水が丘二丁目,35.665762,139.498098,施設,史跡・文化財・遺跡,遺跡
130000410500,13,三千人塚,さんぜんにんづか,三千人塚,東京都 府中市 矢崎町二丁目,35.662935,139.475750,施設,埋葬・信仰・宗教施設,供養塚
130000410700,13,多磨霊園,たまれいえん,多磨霊園,東京都 府中市 多磨町四丁目,35.682939,139.509673,施設,埋葬・信仰・宗教施設,墓所
130000412200,13,穴沢天神社,あなざわてんじんしや,穴沢天神社,東京都 稲城市 矢野口3292番地,35.630913,139.517731,施設,埋葬・信仰・宗教施設,神社
130000412500,13,青渭神社,あおいじんじや,青渭神社,東京都 稲城市 東長沼1054番地,35.642725,139.501157,施設,埋葬・信仰・宗教施設,神社
130000412700,13,大麻止乃豆乃天神社,おおまとのずのてんじんしや,大麻止乃豆乃天神社,東京都 稲城市 大丸847番地,35.645954,139.491669,施設,埋葬・信仰・宗教施設,神社
130000412800,13,大丸窯跡群,おおまるようせきぐん,大丸窯跡群,東京都 稲城市 大丸,35.645924,139.492920,施設,産業施設,窯・窯跡
130000413200,13,平尾遺跡,ひらおいせき,平尾遺跡,東京都 稲城市 平尾三丁目,35.610812,139.491102,施設,史跡・文化財・遺跡,遺跡
130000414900,13,打越山遺跡,うちこしやまいせき,打越山遺跡,東京都 多摩市 連光寺二丁目,35.641387,139.454862,施設,史跡・文化財・遺跡,遺跡
130000415300,13,有山屋敷跡,ありやまやしきあと,有山屋敷跡,東京都 多摩市 東寺方一丁目,35.648111,139.444818,施設,史跡・文化財・遺跡,屋敷跡
130000415400,13,関戸要害跡,せきどようがいあと,関戸要害跡,東京都 多摩市 関戸一丁目,35.652236,139.449142,施設,城・軍事施設,要害跡
130000415700,13,小野神社,おのじんじや,小野神社,東京都 町田市 小野路町885番地,35.599361,139.436127,施設,埋葬・信仰・宗教施設,神社
130000415900,13,稲荷塚古墳,いなりづかこふん,稲荷塚古墳,東京都 多摩市 百草,35.638563,139.434728,施設,古墳・貝塚,古墳
130000416100,13,和田・百草遺跡群,わだ・もぐさいせきぐん,和田・百草遺跡群,東京都 多摩市 和田,35.642334,139.427539,施設,史跡・文化財・遺跡,遺跡
130000416200,13,臼井塚古墳,うすいづかこふん,臼井塚古墳,東京都 多摩市 百草,35.638352,139.434262,施設,古墳・貝塚,古墳
130000416300,13,中和田横穴墓群,なかわだよこあなぼぐん,中和田横穴墓群,東京都 多摩市 和田,35.645159,139.427813,施設,埋葬・信仰・宗教施設,墓所
130000417800,13,坂西横穴墓群,さかにしよこあなぼぐん,坂西横穴墓群,東京都 日野市 大坂上一丁目,35.675214,139.391804,施設,埋葬・信仰・宗教施設,墓所
130000417900,13,神明上遺跡群,しんめいうえいせきぐん,神明上遺跡群,東京都 日野市 神明二丁目,35.670267,139.393240,施設,史跡・文化財・遺跡,遺跡
130000418000,13,南広間地遺跡,みなみひろまちいせき,南広間地遺跡,東京都 日野市 大字日野,35.672982,139.406147,施設,史跡・文化財・遺跡,遺跡
130000418300,13,吹上遺跡,ふきあげいせき,吹上遺跡,東京都 日野市 多摩平四丁目,35.666014,139.381301,施設,史跡・文化財・遺跡,遺跡
130000418500,13,梵天山横穴墓群,ぼんてんやまよこあなぼぐん,梵天山横穴墓群,東京都 日野市 大字川辺堀之内,35.667616,139.399593,施設,埋葬・信仰・宗教施設,墓所
130000419400,13,落川・一の宮遺跡,おちかわ・いちのみやいせき,落川・一の宮遺跡,東京都 日野市 百草,35.650969,139.437275,施設,史跡・文化財・遺跡,遺跡
130000419700,13,松連寺跡,しようれんじあと,松連寺跡,東京都 日野市 百草,35.652522,139.430080,施設,埋葬・信仰・宗教施設,寺跡・廃寺
130000419800,13,万蔵院台古墳群,まんぞういんだいこふんぐん,万蔵院台古墳群,東京都 日野市 百草,35.646936,139.429943,施設,古墳・貝塚,古墳
130000420300,13,金剛寺,こんごうじ,金剛寺,東京都 日野市 高幡733番地,35.660160,139.409576,施設,埋葬・信仰・宗教施設,寺院
130000420800,13,平山古墳群,ひらやまこふんぐん,平山古墳群,東京都 日野市 東平山一丁目,35.650213,139.379278,施設,古墳・貝塚,古墳
130000424600,13,宗徳寺跡,そうとくじあと,宗徳寺跡,東京都 八王子市 八木町,35.660889,139.321861,施設,埋葬・信仰・宗教施設,寺跡・廃寺
130000425100,13,八幡八雲神社,はちまんやぐもじんじや,八幡八雲神社,東京都 八王子市 元横山町二丁目15番27号,35.661179,139.335831,施設,埋葬・信仰・宗教施設,神社
130000425400,13,多賀神社,たがじんじや,多賀神社,東京都 八王子市 元本郷町四丁目9番21号,35.663692,139.313644,施設,埋葬・信仰・宗教施設,神社
130000425800,13,広園寺,こうおんじ,広園寺,東京都 八王子市 山田町1577番地,35.647457,139.318054,施設,埋葬・信仰・宗教施設,寺院
130000426000,13,船田遺跡,ふねだいせき,船田遺跡,東京都 八王子市 長房町,35.657596,139.298194,施設,史跡・文化財・遺跡,遺跡
130000426200,13,椚田遺跡,くぬぎだいせき,椚田遺跡,東京都 八王子市 椚田町,35.636442,139.308499,施設,史跡・文化財・遺跡,遺跡
130000426400,13,浄泉寺,じようせんじ,浄泉寺,東京都 八王子市 館町1234番地,35.632637,139.292053,施設,埋葬・信仰・宗教施設,寺院
130000426500,13,館町遺跡,たてまちいせき,館町遺跡,東京都 八王子市 館町,35.630816,139.289388,施設,史跡・文化財・遺跡,遺跡
130000426900,13,南八王子地区遺跡群,みなみはちおうじちくいせきぐん,南八王子地区遺跡群,東京都 八王子市 西片倉二丁目,35.633845,139.331453,施設,史跡・文化財・遺跡,遺跡
130000427700,13,御殿山窯跡群,ごてんやまようせきぐん,御殿山窯跡群,東京都 八王子市 宇津貫町,35.617444,139.338350,施設,産業施設,窯・窯跡
130000427900,13,片倉城跡,かたくらじようあと,片倉城跡,東京都 八王子市 片倉町,35.639285,139.337649,施設,城・軍事施設,城跡
130000428500,13,中田遺跡,なかたいせき,中田遺跡,東京都 八王子市 中野山王三丁目,35.674237,139.323323,施設,史跡・文化財・遺跡,遺跡
130000428700,13,北大谷古墳,きたおおやこふん,北大谷古墳,東京都 八王子市 大谷町,35.672405,139.348374,施設,古墳・貝塚,古墳
130000428800,13,石川天野遺跡,いしかわあまのいせき,石川天野遺跡,東京都 八王子市 石川町,35.680911,139.357753,施設,史跡・文化財・遺跡,遺跡
130000429200,13,龍光寺,りゆうこうじ,龍光寺,東京都 八王子市 宇津木町738番地,35.684315,139.350769,施設,埋葬・信仰・宗教施設,寺院
130000429300,13,宇津木遺跡,うつきいせき,宇津木遺跡,東京都 八王子市 宇津木町,35.680608,139.354855,施設,史跡・文化財・遺跡,遺跡
130000429900,13,少林寺,しようりんじ,少林寺,東京都 八王子市 滝山町二丁目665番地,35.694061,139.338058,施設,埋葬・信仰・宗教施設,寺院
130000431400,13,滝山城跡,たきやまじようあと,滝山城跡,東京都 八王子市 高月町,35.701799,139.328166,施設,城・軍事施設,城跡
130000431600,13,高月城跡,たかつきじようあと,高月城跡,東京都 八王子市 高月町,35.714553,139.318423,施設,城・軍事施設,城跡
130000431700,13,円通寺,えんつうじ,円通寺,東京都 八王子市 高月町1158番地,35.713903,139.320350,施設,埋葬・信仰・宗教施設,寺院
130000432200,13,法蓮寺,ほうれんじ,法蓮寺,東京都 八王子市 川口町2472番地,35.696739,139.285965,施設,埋葬・信仰・宗教施設,寺院
130000432400,13,楢原遺跡,ならはらいせき,楢原遺跡,東京都 八王子市 楢原町,35.683836,139.303119,施設,史跡・文化財・遺跡,遺跡
130000432900,13,西蓮寺跡,さいれんじあと,西蓮寺跡,東京都 八王子市 大楽寺町,35.669697,139.300857,施設,埋葬・信仰・宗教施設,寺跡・廃寺
130000433500,13,八王子城跡,はちおうじじようあと,八王子城跡,東京都 八王子市 元八王子町三丁目,35.652617,139.256515,施設,城・軍事施設,城跡
130000433700,13,宗関寺,そうかんじ,宗関寺,東京都 八王子市 元八王子町三丁目2562番地,35.657169,139.260193,施設,埋葬・信仰・宗教施設,寺院
130000434000,13,八幡神社,はちまんじんじや,八幡神社,東京都 八王子市 元八王子町三丁目2284番地,35.656204,139.275909,施設,埋葬・信仰・宗教施設,神社
130000434400,13,宝生寺,ほうしようじ,宝生寺,東京都 八王子市 西寺方町998番地,35.685936,139.272141,施設,埋葬・信仰・宗教施設,寺院
130000434600,13,浄福寺,じようふくじ,浄福寺,東京都 八王子市 下恩方町3259番地,35.669819,139.248489,施設,埋葬・信仰・宗教施設,寺院
130000434700,13,心源院,しんげんいん,心源院,東京都 八王子市 下恩方町1970番地,35.664120,139.257614,施設,埋葬・信仰・宗教施設,寺院
130000435500,13,永林寺,えいりんじ,永林寺,東京都 八王子市 下柚木4番地,35.631149,139.382355,施設,埋葬・信仰・宗教施設,寺院
130000435700,13,白山神社,はくさんじんじや,白山神社,東京都 八王子市 中山7号817番地,35.629425,139.358870,施設,埋葬・信仰・宗教施設,神社
130000435800,13,白山神社経塚群,はくさんじんじやきようづかぐん,白山神社経塚群,東京都 八王子市 中山,35.629425,139.358870,施設,埋葬・信仰・宗教施設,経塚群
130000436200,13,蓮生寺,れんしようじ,蓮生寺,東京都 八王子市 別所一丁目19番地,35.618195,139.394104,施設,埋葬・信仰・宗教施設,寺院
130000436400,13,教福寺跡,きようふくじあと,教福寺跡,東京都 八王子市 松木,35.623327,139.391974,施設,埋葬・信仰・宗教施設,寺跡・廃寺
130000436900,13,清鏡寺,せいきようじ,清鏡寺,東京都 八王子市 大塚378番地,35.642128,139.419754,施設,埋葬・信仰・宗教施設,寺院
130000437300,13,小仏・駒木野関所跡,こぼとけ・こまぎのせきしよあと,小仏・駒木野関所跡,東京都 八王子市 裏高尾町,35.641402,139.266355,施設,史跡・文化財・遺跡,史跡・文化財
130000437800,13,高乗寺,こうじようじ,高乗寺,東京都 八王子市 初沢町1425番地,35.633717,139.274597,施設,埋葬・信仰・宗教施設,寺院
130000439100,13,宏善寺,こうぜんじ,宏善寺,東京都 町田市 本町田3409番地,35.566227,139.447617,施設,埋葬・信仰・宗教施設,寺院
130000439200,13,養運寺,よううんじ,養運寺,東京都 町田市 本町田3654番地,35.563526,139.450676,施設,埋葬・信仰・宗教施設,寺院
130000439300,13,本町田遺跡群,ほんまちだいせきぐん,本町田遺跡群,東京都 町田市 本町田,35.567552,139.450184,施設,史跡・文化財・遺跡,遺跡
130000439600,13,妙延寺,みようえんじ,妙延寺,東京都 町田市 森野二丁目9番6号,35.548275,139.437790,施設,埋葬・信仰・宗教施設,寺院
130000440000,13,なすな原遺跡,なすなはらいせき,なすな原遺跡,東京都 町田市 南成瀬８丁目２１−４０,35.532310,139.483490,施設,史跡・文化財・遺跡,遺跡
130000440700,13,鶴川遺跡群,つるかわいせきぐん,鶴川遺跡群,東京都 町田市 鶴川六丁目,35.591122,139.470754,施設,史跡・文化財・遺跡,遺跡
130000440900,13,沢山城跡,さわやまじようあと,沢山城跡,東京都 町田市 三輪町,35.578399,139.491250,施設,城・軍事施設,城跡
130000441000,13,下三輪横穴墓群,しもみわよこあなぼぐん,下三輪横穴墓群,東京都 町田市 三輪町,35.570464,139.500226,施設,埋葬・信仰・宗教施設,墓所
130000441100,13,西谷戸横穴墓群,にしやとよこあなぼぐん,西谷戸横穴墓群,東京都 町田市 三輪緑山一丁目,35.573654,139.493443,施設,埋葬・信仰・宗教施設,墓所
130000441400,13,真光寺広袴遺跡群,しんこうじひろはかまいせきぐん,真光寺広袴遺跡群,東京都 町田市 真光寺町,35.601385,139.459312,施設,史跡・文化財・遺跡,遺跡
130000441700,13,小野神社,おのじんじや,小野神社,東京都 町田市 小野路町885番地,35.599361,139.436127,施設,埋葬・信仰・宗教施設,神社
130000442000,13,綾部原遺跡,あやべはらいせき,綾部原遺跡,東京都 町田市 野津田町,35.588699,139.454448,施設,史跡・文化財・遺跡,遺跡
130000442500,13,矢幹八幡神社,やがらはちまんじんじや,矢幹八幡神社,東京都 町田市 矢部町,35.579258,139.405533,施設,埋葬・信仰・宗教施設,神社
130000442900,13,大泉寺,だいせんじ,大泉寺,東京都 町田市 下小山田町332番地,35.599289,139.411331,施設,埋葬・信仰・宗教施設,寺院
130000443000,13,小山田遺跡群,おやまだいせきぐん,小山田遺跡群,東京都 町田市 小山田桜台二丁目,35.592852,139.399609,施設,史跡・文化財・遺跡,遺跡
130000443300,13,田端遺跡,たばたいせき,田端遺跡,東京都 町田市 小山町,35.601018,139.363569,施設,史跡・文化財・遺跡,遺跡
130000443700,13,武蔵岡遺跡,むさしがおかいせき,武蔵岡遺跡,東京都 町田市 相原町,35.608555,139.299080,施設,史跡・文化財・遺跡,遺跡
130000444200,13,阿豆佐味天神社,あずさみてんじんしや,阿豆佐味天神社,東京都 立川市 西砂町五丁目10番,35.731174,139.361115,施設,埋葬・信仰・宗教施設,神社
130000444400,13,六道山遺跡,ろくどうやまいせき,六道山遺跡,東京都 西多摩郡瑞穂町 大字石畑,35.770875,139.359391,施設,史跡・文化財・遺跡,遺跡
130000444600,13,狭山遺跡,さやまいせき,狭山遺跡,東京都 西多摩郡瑞穂町 大字箱根ケ崎,35.768760,139.347448,施設,史跡・文化財・遺跡,遺跡
130000446000,13,宝光寺,ほうこうじ,宝光寺,東京都 豊島区 千早一丁目2番3号,35.729786,139.696777,施設,埋葬・信仰・宗教施設,寺院
130000446100,13,春日神社,かすがじんじや,春日神社,東京都 練馬区 春日町三丁目2番4号,35.747185,139.643494,施設,埋葬・信仰・宗教施設,神社
130000446200,13,岳の上遺跡,たけのうえいせき,岳の上遺跡,東京都 西多摩郡日の出町 大字平井,35.738074,139.257150,施設,史跡・文化財・遺跡,遺跡
130000446300,13,三吉野遺跡群,みよしのいせきぐん,三吉野遺跡群,東京都 西多摩郡日の出町 大字平井,35.741311,139.277098,施設,史跡・文化財・遺跡,遺跡
130000446500,13,西福寺,さいふくじ,西福寺,東京都 世田谷区 赤堤三丁目28番29号,35.659058,139.637894,施設,埋葬・信仰・宗教施設,寺院
130000446600,13,勝峰神社,かつぼうじんじや,勝峰神社,東京都 西多摩郡日の出町 大字大久野3039番地2,35.753826,139.227020,施設,埋葬・信仰・宗教施設,神社
130000447200,13,大嶽神社,おおだけじんじや,大嶽神社,東京都 西多摩郡檜原村 大嶽字8189番地,35.676423,139.650027,施設,埋葬・信仰・宗教施設,神社
130000447800,13,登計原遺跡,とけつぱらいせき,登計原遺跡,東京都 西多摩郡奥多摩町 氷川,35.803525,139.094225,施設,史跡・文化財・遺跡,遺跡
130000448900,13,白丸西の平遺跡,しろまるにしのたいらいせき,白丸西の平遺跡,東京都 西多摩郡奥多摩町 白丸,35.812628,139.114559,施設,史跡・文化財・遺跡,遺跡
130000450400,13,清岩院,せいがんいん,清岩院,東京都 福生市 大字福生507番地,35.738483,139.323807,施設,埋葬・信仰・宗教施設,寺院
130000450500,13,長沢遺跡,ながさわいせき,長沢遺跡,東京都 福生市 横田基地内,35.742345,139.337922,施設,史跡・文化財・遺跡,遺跡
130000451600,13,二宮神社,にのみやじんじや,二宮神社,東京都 あきる野市 二宮2252番地,35.727386,139.313934,施設,埋葬・信仰・宗教施設,神社
130000451700,13,二宮城跡,にのみやじようあと,二宮城跡,東京都 あきる野市 二宮,35.726962,139.313919,施設,城・軍事施設,城跡
130000452200,13,前田耕地遺跡,まえだこうちいせき,前田耕地遺跡,東京都 あきる野市 野辺,35.724792,139.316026,施設,史跡・文化財・遺跡,遺跡
130000452800,13,代継富士見台遺跡,よつぎふじみだいいせき,代継富士見台遺跡,東京都 あきる野市 雨間,35.730147,139.283136,施設,史跡・文化財・遺跡,遺跡
130000453300,13,瀬戸岡古墳群,せどおかこふんぐん,瀬戸岡古墳群,東京都 あきる野市 瀬戸岡,35.739807,139.287650,施設,古墳・貝塚,古墳
130000453600,13,羽ヶ田遺跡,はがたいせき,羽ヶ田遺跡,東京都 あきる野市 草花,35.740725,139.300398,施設,史跡・文化財・遺跡,遺跡
130000453800,13,草花遺跡,くさばないせき,草花遺跡,東京都 あきる野市 草花,35.740809,139.306961,施設,史跡・文化財・遺跡,遺跡
130000454100,13,阿伎留神社,あきるじんじや,阿伎留神社,東京都 あきる野市 五日市1081番地,35.725403,139.222565,施設,埋葬・信仰・宗教施設,神社
130000454700,13,広徳寺,こうとくじ,広徳寺,東京都 あきる野市 小和田234番地,35.720852,139.217972,施設,埋葬・信仰・宗教施設,寺院
130000455200,13,大悲願寺,だいひがんじ,大悲願寺,東京都 あきる野市 横沢134番地,35.734497,139.239059,施設,埋葬・信仰・宗教施設,寺院
130000455600,13,瑞雲寺,ずいうんじ,瑞雲寺,東京都 あきる野市 山田496番地,35.723770,139.254745,施設,埋葬・信仰・宗教施設,寺院
130000455800,13,光厳寺,こうごんじ,光厳寺,東京都 あきる野市 戸倉328番地,35.725574,139.194412,施設,埋葬・信仰・宗教施設,寺院
130000456800,13,玉川上水取入口,たまがわじようすいとりいれぐち,玉川上水取入口,東京都 羽村市 羽,35.753576,139.308863,施設,史跡・文化財・遺跡,史跡・文化財
130000456900,13,玉川上水羽村堰陣屋跡,たまがわじようすいはむらぜきじんやあと,玉川上水羽村堰陣屋跡,東京都 羽村市 羽,35.755761,139.308250,施設,史跡・文化財・遺跡,史跡・文化財
130000457000,13,玉川上水羽村堰下陣屋跡,たまがわじようすいはむらぜきしもじんやあと,玉川上水羽村堰下陣屋跡,東京都 羽村市 羽東三丁目,35.756377,139.310131,施設,史跡・文化財・遺跡,史跡・文化財
130000457100,13,阿蘇神社,あそじんじや,阿蘇神社,東京都 羽村市 羽加美四丁目6番7号,35.762699,139.298340,施設,埋葬・信仰・宗教施設,神社
130000457200,13,一峰院,いつぽういん,一峰院,東京都 羽村市 羽加美四丁目12番30号,35.761662,139.300858,施設,埋葬・信仰・宗教施設,寺院
130000457300,13,禅福寺,ぜんぷくじ,禅福寺,東京都 羽村市 羽中四丁目5番8号,35.758980,139.305771,施設,埋葬・信仰・宗教施設,寺院
130000457400,13,禅林寺,ぜんりんじ,禅林寺,東京都 三鷹市 下連雀四丁目18番20号,35.692944,139.560089,施設,埋葬・信仰・宗教施設,寺院
130000457500,13,山根坂上遺跡,やまねさかうえいせき,山根坂上遺跡,東京都 羽村市 羽東一丁目,35.758370,139.312675,施設,史跡・文化財・遺跡,遺跡
130000457600,13,羽ケ田上遺跡,はけたうえいせき,羽ケ田上遺跡,東京都 羽村市 羽東一丁目,35.759070,139.313935,施設,史跡・文化財・遺跡,遺跡
130000457900,13,宗禅寺,そうぜんじ,宗禅寺,東京都 羽村市 川崎二丁目8番20号,35.751198,139.318390,施設,埋葬・信仰・宗教施設,寺院
130000458700,13,青梅陣屋跡,おうめじんやあと,青梅陣屋跡,東京都 青梅市 森下町,35.791931,139.251833,施設,史跡・文化財・遺跡,史跡・文化財
130000458800,13,住吉神社,すみよしじんじや,住吉神社,東京都 青梅市 住江町12番地,35.789597,139.261322,施設,埋葬・信仰・宗教施設,神社
130000458900,13,金剛寺,こんごうじ,金剛寺,東京都 北区 滝野川三丁目88番17号,35.752094,139.730286,施設,埋葬・信仰・宗教施設,寺院
130000459000,13,裏宿遺跡,うらじゆくいせき,裏宿遺跡,東京都 青梅市 裏宿町,35.790689,139.247400,施設,史跡・文化財・遺跡,遺跡
130000459400,13,乗願寺,じようがんじ,乗願寺,東京都 青梅市 勝沼三丁目114番地,35.791531,139.267258,施設,埋葬・信仰・宗教施設,寺院
130000459900,13,玉泉寺,ぎよくせんじ,玉泉寺,東京都 八王子市 越野726番地,35.631084,139.386154,施設,埋葬・信仰・宗教施設,寺院
130000460000,13,寺改戸遺跡,てらかいといせき,寺改戸遺跡,東京都 青梅市 長淵三丁目,35.780694,139.275377,施設,史跡・文化財・遺跡,遺跡
130000460200,13,駒木野遺跡,こまぎのいせき,駒木野遺跡,東京都 青梅市 駒木町三丁目,35.783883,139.255952,施設,史跡・文化財・遺跡,遺跡
130000460300,13,喜代沢遺跡,きよさわいせき,喜代沢遺跡,東京都 青梅市 駒木町二丁目,35.777801,139.252599,施設,史跡・文化財・遺跡,遺跡
130000460700,13,霞台遺跡,かすみだいいせき,霞台遺跡,東京都 青梅市 野上町二丁目,35.792313,139.290481,施設,史跡・文化財・遺跡,遺跡
130000461100,13,鈴法寺跡,れいほうじあと,鈴法寺跡,東京都 青梅市 新町一丁目,35.788066,139.295852,施設,埋葬・信仰・宗教施設,寺跡・廃寺
130000461200,13,新町大井戸遺跡,しんまちおおいどいせき,新町大井戸遺跡,東京都 青梅市 新町二丁目,35.788942,139.299593,施設,史跡・文化財・遺跡,遺跡
130000461500,13,天寧寺,てんねいじ,天寧寺,東京都 青梅市 根ヶ布一丁目454番地,35.800709,139.268692,施設,埋葬・信仰・宗教施設,寺院
130000461600,13,虎柏神社,とらかしわじんじや,虎柏神社,東京都 青梅市 根ヶ布一丁目316番地,35.802597,139.266632,施設,埋葬・信仰・宗教施設,神社
130000461800,13,観音寺,かんのんじ,観音寺,東京都 青梅市 塩船194番地,35.803940,139.282379,施設,埋葬・信仰・宗教施設,寺院
130000462100,13,報恩寺,ほうおんじ,報恩寺,東京都 青梅市 今寺一丁目540番地,35.800697,139.295105,施設,埋葬・信仰・宗教施設,寺院
130000462600,13,今井城跡,いまいじようあと,今井城跡,東京都 青梅市 今井一丁目,35.810061,139.314260,施設,城・軍事施設,城跡
130000462900,13,岩蔵遺跡,いわくらいせき,岩蔵遺跡,東京都 青梅市 小曾木五丁目,35.824412,139.286172,施設,史跡・文化財・遺跡,遺跡
130000463200,13,安楽寺,あんらくじ,安楽寺,東京都 青梅市 成木一丁目583番地,35.838791,139.273926,施設,埋葬・信仰・宗教施設,寺院
130000463800,13,杉平遺跡,すぎだいらいせき,杉平遺跡,東京都 青梅市 梅郷一丁目,35.783720,139.224292,施設,史跡・文化財・遺跡,遺跡
130000464100,13,青渭神社,あおいじんじや,青渭神社,東京都 青梅市 沢井三丁目沢井3丁目1060番地,35.819170,139.177590,施設,埋葬・信仰・宗教施設,神社
130000464200,13,鎧塚遺跡,よろいづかいせき,鎧塚遺跡,東京都 青梅市 沢井一丁目,35.807145,139.208628,施設,史跡・文化財・遺跡,遺跡
130000464400,13,辛垣城跡,からかいじようあと,辛垣城跡,東京都 青梅市 成木八丁目,35.811849,139.220533,施設,城・軍事施設,城跡
130000464500,13,海禅寺,かいぜんじ,海禅寺,東京都 青梅市 二俣尾四丁目962番地,35.806110,139.220520,施設,埋葬・信仰・宗教施設,寺院
130000465700,13,下高洞遺跡,しもたかぼらいせき,下高洞遺跡,東京都 大島町 元町,34.742008,139.357052,施設,史跡・文化財・遺跡,遺跡
130000465900,13,龍ノ口遺跡,たつのくちいせき,龍ノ口遺跡,東京都 杉並区 和泉二丁目,35.676423,139.650027,施設,史跡・文化財・遺跡,遺跡
130000466000,13,野増遺跡,のましいせき,野増遺跡,東京都 大島町 野増,34.715729,139.380547,施設,史跡・文化財・遺跡,遺跡
130000466500,13,鉄砲場岩陰遺跡,てつぽうばいわかげいせき,鉄砲場岩陰遺跡,東京都 大島町 泉津,34.762364,139.416105,施設,史跡・文化財・遺跡,遺跡
130000466900,13,大石山遺跡,おおいしやまいせき,大石山遺跡,東京都 利島村 −,34.530823,139.274587,施設,史跡・文化財・遺跡,遺跡
130000467000,13,ケッケイ山遺跡,けつけいやまいせき,ケッケイ山遺跡,東京都 利島村 −,34.529142,139.281900,施設,史跡・文化財・遺跡,遺跡
130000467400,13,渡浮根遺跡,とぶねいせき,渡浮根遺跡,東京都 新島村 若郷,34.421161,139.286678,施設,史跡・文化財・遺跡,遺跡
130000467600,13,長栄寺,ちようえいじ,長栄寺,東京都 新島村本村三丁目1番 ,34.377644,139.258636,施設,埋葬・信仰・宗教施設,寺院
130000467800,13,吹之江遺跡,ふきのえいせき,吹之江遺跡,東京都 新島村 式根島,34.334422,139.211070,施設,史跡・文化財・遺跡,遺跡
130000468400,13,阿波命神社,あわのみことじんじや,阿波命神社,東京都 神津島村字長浜1番地2 ,34.228336,139.139038,施設,埋葬・信仰・宗教施設,神社
